Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,AST_TO_Ratio,ReboundActivity,PF_per_Min,GamesPlayed,Cluster_KMeans,Cluster_Hier,ClusterName_KMeans
Deandre Ayton,30.39421052631579,6.7894736842105265,11.921052631578947,0.5745526315789473,0.15789473684210525,0.8421052631578947,0.10086842105263158,1.0,1.4736842105263157,0.29936842105263156,3.1315789473684212,7.184210526315789,10.31578947368421,1.631578947368421,0.8157894736842105,0.9736842105263158,1.6578947368421053,2.1578947368421053,14.736842105263158,13.38421052631579,0.7776315789473685,10.31578947368421,0.07218984663875254,38,1,1,Primary Playmakers (High Minutes)
Dejounte Murray,32.65032258064516,6.258064516129032,15.935483870967742,0.3911612903225806,1.6774193548387097,5.612903225806452,0.2765483870967742,3.2903225806451615,4.0,0.7620645161290323,0.5483870967741935,5.903225806451613,6.451612903225806,7.354838709677419,2.032258064516129,0.3870967741935484,3.4193548387096775,1.967741935483871,17.483870967741936,13.948387096774193,2.0513952892985152,6.451612903225806,0.06101564234656144,31,1,1,Primary Playmakers (High Minutes)
Delon Wright,15.56076923076923,0.8461538461538461,3.1538461538461537,0.22115384615384615,0.46153846153846156,1.8846153846153846,0.17857692307692308,0.34615384615384615,0.6153846153846154,0.125,0.5769230769230769,1.1923076923076923,1.7692307692307692,1.8461538461538463,0.8846153846153846,0.34615384615384615,0.5384615384615384,0.6538461538461539,2.5,2.9038461538461537,1.314102564102564,1.7692307692307692,0.04321382810553198,26,0,0,Role Players / Low Usage
Deni Avdija,28.674693877551018,4.857142857142857,10.428571428571429,0.4513469387755102,1.510204081632653,4.387755102040816,0.3239591836734694,3.3877551020408165,4.36734693877551,0.7257346938775511,1.2040816326530612,5.224489795918367,6.428571428571429,3.36734693877551,1.0204081632653061,0.5510204081632653,2.489795918367347,2.2653061224489797,14.612244897959183,11.640816326530611,1.32081455959007,6.428571428571429,0.08118044139588076,49,1,1,Primary Playmakers (High Minutes)
Dennis Schröder,29.79212765957447,5.127659574468085,12.25531914893617,0.41374468085106386,2.021276595744681,5.638297872340425,0.3609148936170213,2.148936170212766,2.5531914893617023,0.6035531914893617,0.2978723404255319,2.3404255319148937,2.6382978723404253,5.468085106382978,1.0851063829787233,0.14893617021276595,2.276595744680851,2.617021276595745,14.425531914893616,10.340425531914894,2.2755572441742653,2.6382978723404253,0.09081506623992558,47,1,1,Primary Playmakers (High Minutes)
Dereck Lively,24.14,3.6,5.16,0.70084,0.0,0.0,0.0,1.48,2.4,0.45064,3.08,4.68,7.76,2.48,0.64,1.6,1.28,2.88,8.68,10.764000000000001,1.2533333333333332,7.76,0.12631410249698424,25,1,1,Primary Playmakers (High Minutes)
Derrick Jones,24.627586206896552,3.9310344827586206,7.827586206896552,0.5237931034482759,1.103448275862069,2.8275862068965516,0.386,1.0344827586206897,1.1724137931034482,0.45689655172413796,1.1724137931034482,2.1724137931034484,3.3448275862068964,0.9310344827586207,1.3103448275862069,0.3448275862068966,1.0,2.0689655172413794,10.0,7.886206896551724,0.6120689655172413,3.3448275862068964,0.0883241703448194,29,1,0,Primary Playmakers (High Minutes)
Derrick Jones Jr.,26.015499999999996,4.55,8.4,0.5458999999999999,0.95,2.85,0.25415,1.1,1.6,0.41665,1.65,2.55,4.2,0.85,1.05,0.45,0.9,1.95,11.15,9.09,0.4916666666666667,4.2,0.07742346636973764,20,1,1,Primary Playmakers (High Minutes)
Derrick White,33.615306122448985,5.530612244897959,12.53061224489796,0.43989795918367347,3.3469387755102042,8.816326530612244,0.38181632653061226,1.6938775510204083,2.061224489795918,0.6006734693877551,0.9387755102040817,3.2653061224489797,4.204081632653061,4.142857142857143,0.8775510204081632,1.163265306122449,1.5510204081632653,1.8979591836734695,16.102040816326532,13.314285714285713,2.24421768707483,4.204081632653061,0.05687651762065155,49,1,1,Primary Playmakers (High Minutes)
Desmond Bane,30.06875,6.825,13.7,0.489325,2.15,5.6,0.359775,2.125,2.475,0.651675,0.95,4.725,5.675,5.45,1.2,0.425,2.475,2.35,17.925,14.905000000000001,1.975813492063492,5.675,0.08015401603535915,40,1,1,Primary Playmakers (High Minutes)
Devin Booker,37.18152173913043,8.630434782608695,19.02173913043478,0.44447826086956527,2.652173913043478,7.782608695652174,0.3090652173913044,6.5,7.282608695652174,0.8726304347826087,0.9347826086956522,3.0869565217391304,4.021739130434782,6.695652173913044,1.0869565217391304,0.2608695652173913,2.6956521739130435,2.391304347826087,26.41304347826087,20.121739130434783,2.481521739130435,4.021739130434782,0.06336116937001803,46,1,1,Primary Playmakers (High Minutes)
Devin Carter,9.87,1.1875,3.8125,0.22899999999999998,0.5,1.9375,0.16475,0.8125,1.125,0.328125,0.375,2.125,2.5,1.3125,0.3125,0.1875,0.5,0.875,3.6875,2.78125,1.0,2.5,0.09614967477396799,16,0,0,Role Players / Low Usage
Devin Vassell,30.351764705882353,6.117647058823529,14.117647058823529,0.43208823529411766,2.323529411764706,6.5,0.35502941176470587,1.588235294117647,2.1176470588235294,0.5086764705882354,0.6470588235294118,2.9705882352941178,3.6176470588235294,3.0,1.1764705882352942,0.5,1.588235294117647,1.588235294117647,16.147058823529413,11.24705882352941,1.5004901960784314,3.6176470588235294,0.05670200097456958,34,1,1,Primary Playmakers (High Minutes)
Dillon Brooks,32.31104166666667,4.958333333333333,11.833333333333334,0.40710416666666666,2.3541666666666665,6.083333333333333,0.36335416666666664,1.3125,1.5625,0.4620625,1.2083333333333333,2.5833333333333335,3.7916666666666665,1.4791666666666667,0.7916666666666666,0.22916666666666666,1.0416666666666667,3.5208333333333335,13.583333333333334,8.341666666666667,0.9139384920634921,3.7916666666666665,0.11349020727200393,48,1,0,Primary Playmakers (High Minutes)
Dillon Jones,8.90125,0.75,2.375,0.1713125,0.21875,1.28125,0.07290625,0.34375,0.59375,0.16146875,0.625,1.40625,2.03125,0.90625,0.1875,0.09375,0.40625,1.0,2.0625,1.540625,0.6822916666666666,2.03125,0.11342130633506078,32,0,0,Role Players / Low Usage
Domantas Sabonis,35.98520833333333,7.9375,13.25,0.6126666666666667,1.125,2.4375,0.44756250000000003,3.3958333333333335,4.416666666666667,0.6891458333333333,4.0,10.270833333333334,14.270833333333334,6.333333333333333,0.625,0.4375,3.0208333333333335,3.5416666666666665,20.395833333333332,20.695833333333333,2.1413690476190474,14.270833333333334,0.09958485994367682,48,1,1,Primary Playmakers (High Minutes)
Dominick Barlow,7.940666666666667,1.1333333333333333,2.533333333333333,0.27593333333333336,0.26666666666666666,0.7333333333333333,0.2,0.26666666666666666,0.5333333333333333,0.13333333333333333,0.26666666666666666,1.2666666666666666,1.5333333333333334,0.2,0.2,0.4666666666666667,0.06666666666666667,0.6,2.8,2.3,0.2,1.5333333333333334,0.05846361684450973,15,0,0,Role Players / Low Usage
Donovan Clingan,16.061315789473685,2.1052631578947367,4.026315789473684,0.5282631578947369,0.15789473684210525,0.5789473684210527,0.1403421052631579,0.6578947368421053,1.0,0.2653684210526316,2.6578947368421053,3.789473684210526,6.447368421052632,0.7368421052631579,0.42105263157894735,1.5,1.1578947368421053,2.5789473684210527,5.026315789473684,5.707894736842105,0.32412280701754387,6.447368421052632,0.17365943632035827,38,1,1,Primary Playmakers (High Minutes)
Donovan Mitchell,31.306122448979593,8.448979591836734,18.73469387755102,0.4492857142857143,3.673469387755102,9.326530612244898,0.3879387755102041,3.4489795918367347,4.1020408163265305,0.7393877551020408,0.6530612244897959,3.693877551020408,4.346938775510204,4.73469387755102,1.4285714285714286,0.20408163265306123,2.0,2.0408163265306123,24.020408163265305,17.659183673469386,1.9914965986394557,4.346938775510204,0.06501275803750534,49,1,1,Primary Playmakers (High Minutes)
Donte DiVincenzo,26.429250000000003,3.7,9.325,0.383875,2.575,6.975,0.354875,1.025,1.25,0.416675,0.575,3.1,3.675,3.6,1.2,0.175,1.775,1.55,11.0,8.6425,1.728333333333333,3.675,0.0571949221420051,40,1,1,Primary Playmakers (High Minutes)
Dorian Finney-Smith,27.049142857142858,3.1714285714285713,6.771428571428571,0.4548857142857143,2.0,4.685714285714286,0.3955142857142857,0.5428571428571428,0.8285714285714286,0.17414285714285715,1.2571428571428571,2.6,3.857142857142857,1.3142857142857143,0.8857142857142857,0.34285714285714286,0.8571428571428571,2.4857142857142858,8.885714285714286,7.154285714285715,0.8123809523809524,3.857142857142857,0.09421396015091348,35,0,0,Role Players / Low Usage
Doug McDermott,8.389354838709677,1.1612903225806452,2.7419354838709675,0.25990322580645164,1.0,2.3225806451612905,0.2713225806451613,0.0967741935483871,0.16129032258064516,0.03764516129032258,0.06451612903225806,0.4838709677419355,0.5483870967741935,0.12903225806451613,0.12903225806451613,0.03225806451612903,0.16129032258064516,0.8709677419354839,3.4193548387096775,1.8612903225806452,0.0967741935483871,0.5483870967741935,0.11919193730552718,31,0,0,Role Players / Low Usage
Draymond Green,28.151081081081077,2.945945945945946,7.0,0.40035135135135136,1.2972972972972974,3.6486486486486487,0.3221081081081081,1.1891891891891893,2.0,0.4126756756756757,0.9459459459459459,5.0,5.945945945945946,5.513513513513513,1.0810810810810811,1.0810810810810811,2.4054054054054053,3.081081081081081,8.378378378378379,8.554054054054054,2.1216216216216215,5.945945945945946,0.10934977541459152,37,1,1,Primary Playmakers (High Minutes)
Drew Eubanks,15.087692307692306,2.3333333333333335,3.8205128205128207,0.6050512820512821,0.07692307692307693,0.1282051282051282,0.07692307692307693,0.9230769230769231,1.4615384615384615,0.3760769230769231,1.0769230769230769,3.3846153846153846,4.461538461538462,1.1538461538461537,0.2564102564102564,0.8205128205128205,0.7948717948717948,1.205128205128205,5.666666666666667,5.841025641025642,0.7901709401709401,4.461538461538462,0.09044189282482784,39,0,1,Role Players / Low Usage
Drew Peterson,9.042142857142858,0.8571428571428571,1.7857142857142858,0.40950000000000003,0.5714285714285714,1.3571428571428572,0.3071428571428571,0.42857142857142855,0.5,0.17857142857142858,0.35714285714285715,1.5714285714285714,1.9285714285714286,0.7857142857142857,0.14285714285714285,0.14285714285714285,0.35714285714285715,0.8571428571428571,2.7142857142857144,2.5928571428571425,0.6071428571428571,1.9285714285714286,0.08340197938625053,14,0,0,Role Players / Low Usage
Dru Smith,19.15857142857143,2.2142857142857144,4.357142857142857,0.4376428571428571,1.1428571428571428,2.142857142857143,0.3868571428571429,0.7142857142857143,0.9285714285714286,0.1762142857142857,0.8571428571428571,1.7142857142857142,2.5714285714285716,1.6428571428571428,1.5,0.42857142857142855,1.2142857142857142,2.142857142857143,6.285714285714286,6.028571428571429,0.7142857142857143,2.5714285714285716,0.1578377107667259,14,0,0,Role Players / Low Usage
Duncan Robinson,24.245625,3.8333333333333335,9.166666666666666,0.39970833333333333,2.4791666666666665,6.583333333333333,0.3684375,0.7083333333333334,0.7916666666666666,0.298625,0.2708333333333333,2.0625,2.3333333333333335,2.5833333333333335,0.5625,0.10416666666666667,1.125,2.0,10.854166666666666,7.264583333333333,1.6263888888888889,2.3333333333333335,0.08609141700721669,48,0,1,Role Players / Low Usage
Duop Reath,5.329199999999999,0.76,2.0,0.29736,0.44,1.4,0.19335999999999998,0.32,0.4,0.10668,0.36,0.52,0.88,0.24,0.0,0.08,0.16,0.6,2.28,1.3840000000000001,0.18,0.88,0.08369072198444888,25,0,0,Role Players / Low Usage
Dwight Powell,7.592424242424243,0.42424242424242425,0.5454545454545454,0.2626363636363636,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.6060606060606061,0.9090909090909091,0.23484848484848486,0.6666666666666666,1.121212121212121,1.7878787878787878,0.696969696969697,0.36363636363636365,0.45454545454545453,0.21212121212121213,1.1515151515151516,1.4848484848484849,2.451515151515151,0.5606060606060606,1.7878787878787878,0.1389386519010615,33,0,0,Role Players / Low Usage
Dyson Daniels,33.90212765957447,5.76595744680851,12.25531914893617,0.47636170212765955,1.148936170212766,3.5106382978723403,0.3618936170212766,1.148936170212766,1.872340425531915,0.3475106382978723,1.6808510638297873,3.702127659574468,5.382978723404255,3.9574468085106385,2.978723404255319,0.7659574468085106,1.9148936170212767,2.5106382978723403,13.829787234042554,12.92127659574468,1.66144883485309,5.382978723404255,0.07554139379247066,47,1,1,Primary Playmakers (High Minutes)
Enrique Freeman,7.31842105263158,0.631578947368421,1.3157894736842106,0.35526315789473684,0.05263157894736842,0.3157894736842105,0.02631578947368421,0.3684210526315789,0.6842105263157895,0.18421052631578946,0.3157894736842105,0.6842105263157895,1.0,0.42105263157894735,0.10526315789473684,0.10526315789473684,0.2631578947368421,0.9473684210526315,1.6842105263157894,1.1473684210526316,0.34210526315789475,1.0,0.09999795646622904,19,0,0,Role Players / Low Usage
Eric Gordon,19.988421052631576,2.289473684210526,5.368421052631579,0.3862105263157895,1.4736842105263157,3.6052631578947367,0.34786842105263155,0.9473684210526315,1.263157894736842,0.36965789473684213,0.21052631578947367,1.0,1.2105263157894737,1.6842105263157894,0.6842105263157895,0.3157894736842105,0.7368421052631579,0.8421052631578947,7.0,5.489473684210526,1.2298245614035088,1.2105263157894737,0.04032865461528865,38,0,0,Role Players / Low Usage
Evan Mobley,30.048478260869565,7.086956521739131,12.5,0.5561956521739131,1.0869565217391304,2.8260869565217392,0.3221086956521739,3.1956521739130435,4.173913043478261,0.7538913043478261,2.108695652173913,6.891304347826087,9.0,2.891304347826087,0.8478260869565217,1.4782608695652173,1.891304347826087,2.0,18.456521739130434,16.90869565217391,1.3237577639751552,9.0,0.06721399589805288,46,1,1,Primary Playmakers (High Minutes)
Franz Wagner,32.78242424242424,8.848484848484848,19.242424242424242,0.46021212121212124,2.0303030303030303,6.363636363636363,0.29054545454545455,5.0606060606060606,5.787878787878788,0.7885151515151515,0.9393939393939394,4.424242424242424,5.363636363636363,5.090909090909091,1.4545454545454546,0.45454545454545453,2.242424242424242,2.4545454545454546,24.78787878787879,18.663636363636364,2.1104617604617606,5.363636363636363,0.0767342360696696,33,1,1,Primary Playmakers (High Minutes)
Fred VanVleet,35.49711111111111,5.044444444444444,13.044444444444444,0.3724222222222222,2.6666666666666665,7.7555555555555555,0.32933333333333337,1.8666666666666667,2.2444444444444445,0.5613777777777778,0.6666666666666666,3.2222222222222223,3.888888888888889,5.8,1.6,0.4444444444444444,1.5555555555555556,2.4444444444444446,14.622222222222222,12.228888888888887,2.756243386243386,3.888888888888889,0.0697460413510131,45,1,1,Primary Playmakers (High Minutes)
Gabe Vincent,20.31380952380952,2.0238095238095237,4.9523809523809526,0.37897619047619047,1.2142857142857142,3.4285714285714284,0.2911666666666667,0.11904761904761904,0.23809523809523808,0.05952380952380952,0.2619047619047619,1.0,1.2619047619047619,1.2619047619047619,0.6666666666666666,0.23809523809523808,0.6190476190476191,2.0714285714285716,5.380952380952381,3.4285714285714284,0.9781746031746033,1.2619047619047619,0.1003508438534071,42,0,0,Role Players / Low Usage
Garrett Temple,3.901764705882353,0.17647058823529413,0.8823529411764706,0.11764705882352941,0.058823529411764705,0.4117647058823529,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.11764705882352941,0.47058823529411764,0.5882352941176471,0.6470588235294118,0.35294117647058826,0.11764705882352941,0.23529411764705882,0.4117647058823529,0.6470588235294118,0.8117647058823529,0.5882352941176471,0.5882352941176471,0.07840349722302366,17,0,0,Role Players / Low Usage
Garrison Mathews,17.735116279069768,2.13953488372093,5.488372093023256,0.3406046511627907,1.7906976744186047,4.674418604651163,0.32613953488372094,1.4651162790697674,1.7674418604651163,0.46551162790697675,0.3023255813953488,1.5348837209302326,1.8372093023255813,1.302325581395349,0.6046511627906976,0.2558139534883721,0.6744186046511628,1.7209302325581395,7.534883720930233,5.432558139534883,0.9364341085271317,1.8372093023255813,0.0875759289063418,43,0,0,Role Players / Low Usage
Gary Harris,16.030833333333334,1.3333333333333333,3.375,0.33145833333333335,0.9166666666666666,2.625,0.2527916666666667,0.16666666666666666,0.3333333333333333,0.05558333333333334,0.4583333333333333,0.75,1.2083333333333333,0.4583333333333333,0.625,0.25,0.4583333333333333,0.8333333333333334,3.75,2.7291666666666665,0.375,1.2083333333333333,0.05502860488601069,24,0,0,Role Players / Low Usage
Gary Payton,13.140714285714285,2.0714285714285716,3.7857142857142856,0.5365357142857142,0.17857142857142858,1.1428571428571428,0.10714285714285714,0.32142857142857145,0.5357142857142857,0.13392857142857142,1.1785714285714286,1.6071428571428572,2.7857142857142856,1.2142857142857142,0.7142857142857143,0.35714285714285715,0.5,1.4285714285714286,4.642857142857143,4.785714285714286,0.9583333333333333,2.7857142857142856,0.1080208110737566,28,0,1,Role Players / Low Usage
Gary Payton II,14.405000000000001,2.5,4.75,0.48900000000000005,0.5,1.5833333333333333,0.25,1.0,1.1666666666666667,0.5,0.25,3.1666666666666665,3.4166666666666665,1.4166666666666667,0.5,0.16666666666666666,1.1666666666666667,2.3333333333333335,6.5,4.741666666666666,0.9,3.4166666666666665,0.1626073134420474,12,0,0,Role Players / Low Usage
Gary Trent,24.75793103448276,3.3448275862068964,7.896551724137931,0.4140344827586207,2.0344827586206895,5.068965517241379,0.3696896551724138,0.7931034482758621,0.896551724137931,0.33620689655172414,0.1724137931034483,2.0689655172413794,2.2413793103448274,0.896551724137931,1.0,0.06896551724137931,0.6551724137931034,2.103448275862069,9.517241379310345,6.206896551724138,0.6522988505747127,2.2413793103448274,0.0857940174142031,29,0,0,Role Players / Low Usage
Gary Trent Jr.,24.442941176470587,3.764705882352941,8.117647058823529,0.445,2.6470588235294117,5.588235294117647,0.4491764705882353,0.5294117647058824,0.5882352941176471,0.20588235294117646,0.23529411764705882,2.235294117647059,2.4705882352941178,1.3529411764705883,0.9411764705882353,0.058823529411764705,0.4117647058823529,1.5294117647058822,10.705882352941176,8.24705882352941,1.088235294117647,2.4705882352941178,0.06118181089713709,17,0,0,Role Players / Low Usage
Georges Niang,20.652549019607843,3.2549019607843137,6.823529411764706,0.47658823529411765,1.7647058823529411,4.411764705882353,0.39394117647058824,0.45098039215686275,0.5686274509803921,0.22058823529411764,0.6666666666666666,3.0392156862745097,3.7058823529411766,1.3137254901960784,0.3333333333333333,0.13725490196078433,0.9411764705882353,2.5294117647058822,8.72549019607843,5.978431372549019,0.8045751633986927,3.7058823529411766,0.12268023674360219,51,0,0,Role Players / Low Usage
Giannis Antetokounmpo,34.94547619047619,12.642857142857142,20.857142857142858,0.6144761904761905,0.14285714285714285,0.7619047619047619,0.07142857142857142,6.190476190476191,10.738095238095237,0.538047619047619,2.3333333333333335,10.0,12.333333333333334,5.976190476190476,0.7857142857142857,1.3571428571428572,3.4523809523809526,2.4523809523809526,31.61904761904762,26.376190476190477,1.7863473167044595,12.333333333333334,0.07049246412371495,42,1,1,Primary Playmakers (High Minutes)
Goga Bitadze,23.865952380952383,3.880952380952381,6.190476190476191,0.657547619047619,0.047619047619047616,0.4523809523809524,0.03571428571428571,1.3333333333333333,2.0476190476190474,0.3859285714285714,2.7142857142857144,5.380952380952381,8.095238095238095,2.2857142857142856,0.8095238095238095,1.5952380952380953,1.3571428571428572,2.261904761904762,9.142857142857142,10.854761904761904,1.2234126984126985,8.095238095238095,0.09229487418191434,42,1,1,Primary Playmakers (High Minutes)
Gradey Dick,29.854222222222223,5.333333333333333,12.733333333333333,0.4190666666666667,2.2,6.288888888888889,0.3592,2.7555555555555555,3.111111111111111,0.7440444444444444,0.8222222222222222,2.6,3.422222222222222,1.9333333333333333,0.8222222222222222,0.2,1.5777777777777777,2.3333333333333335,15.622222222222222,9.86,0.9307407407407408,3.422222222222222,0.08561613848371714,45,1,1,Primary Playmakers (High Minutes)
Grant Williams,29.940625,3.375,7.6875,0.4399375,1.6875,4.625,0.3628125,1.9375,2.3125,0.578125,1.125,4.0,5.125,2.3125,1.125,0.8125,1.75,2.875,10.375,8.59375,1.015625,5.125,0.0967941003340287,16,1,1,Primary Playmakers (High Minutes)
Grayson Allen,25.096190476190475,3.5476190476190474,7.904761904761905,0.4519047619047619,2.5714285714285716,5.904761904761905,0.43564285714285716,1.4047619047619047,1.6904761904761905,0.4249047619047619,0.6428571428571429,2.8095238095238093,3.4523809523809526,2.0476190476190474,0.9523809523809523,0.30952380952380953,1.0238095238095237,1.4047619047619047,11.071428571428571,9.152380952380952,1.3023809523809524,3.4523809523809526,0.0578829933108429,42,1,1,Primary Playmakers (High Minutes)
Guerschon Yabusele,26.836875000000003,4.104166666666667,7.895833333333333,0.49839583333333337,1.5208333333333333,3.7916666666666665,0.321125,1.375,1.875,0.4733958333333333,1.875,3.7916666666666665,5.666666666666667,2.0416666666666665,0.7916666666666666,0.4166666666666667,1.3125,2.5,11.104166666666666,9.668750000000001,0.96875,5.666666666666667,0.0951783620198746,48,1,0,Primary Playmakers (High Minutes)
Gui Santos,12.513076923076921,1.3846153846153846,2.8846153846153846,0.3451923076923077,0.7692307692307693,1.8461538461538463,0.2326923076923077,0.46153846153846156,0.7307692307692307,0.19230769230769232,1.0384615384615385,1.5384615384615385,2.576923076923077,1.1538461538461537,0.34615384615384615,0.11538461538461539,0.6153846153846154,1.3846153846153846,4.0,3.680769230769231,0.741025641025641,2.576923076923077,0.10604943446193783,26,0,0,Role Players / Low Usage
Harrison Barnes,27.79387755102041,4.0,7.938775510204081,0.4788571428571428,1.489795918367347,3.6530612244897958,0.3737755102040817,2.142857142857143,2.673469387755102,0.5815510204081632,1.489795918367347,2.510204081632653,4.0,1.7755102040816326,0.3673469387755102,0.20408163265306123,0.5918367346938775,0.9591836734693877,11.63265306122449,10.036734693877552,1.4812925170068025,4.0,0.034644424370226634,49,1,1,Primary Playmakers (High Minutes)
Haywood Highsmith,23.91270833333333,2.4166666666666665,5.166666666666667,0.39458333333333334,1.1875,3.0416666666666665,0.304875,0.375,0.5416666666666666,0.12502083333333333,0.8125,2.2916666666666665,3.1041666666666665,1.2083333333333333,0.9375,0.625,0.7083333333333334,2.0208333333333335,6.395833333333333,5.639583333333333,0.8680555555555555,3.1041666666666665,0.08390143768747349,48,0,0,Role Players / Low Usage
Herbert Jones,32.408,3.75,8.6,0.4337,1.1,3.6,0.26085,1.65,2.0,0.49284999999999995,1.1,2.8,3.9,3.25,1.85,0.45,1.75,3.3,10.25,8.57,1.2725,3.9,0.10095758296571264,20,1,1,Primary Playmakers (High Minutes)
Hunter Tyson,7.662777777777778,0.6944444444444444,1.8055555555555556,0.2958055555555556,0.3888888888888889,1.1666666666666667,0.25925,0.4444444444444444,0.6388888888888888,0.20833333333333334,0.3055555555555556,1.25,1.5555555555555556,0.3611111111111111,0.1388888888888889,0.1388888888888889,0.3333333333333333,0.8888888888888888,2.2222222222222223,1.5472222222222223,0.3194444444444444,1.5555555555555556,0.12380921578338196,36,0,0,Role Players / Low Usage
Immanuel Quickley,25.949230769230766,4.6923076923076925,11.538461538461538,0.43738461538461537,2.0,5.461538461538462,0.37753846153846154,2.923076923076923,3.230769230769231,0.8140769230769231,0.3076923076923077,1.9230769230769231,2.230769230769231,6.0,0.5384615384615384,0.15384615384615385,1.6923076923076923,1.6153846153846154,14.307692307692308,11.284615384615384,2.5705128205128203,2.230769230769231,0.06323630855729413,13,1,1,Primary Playmakers (High Minutes)
Isaac Jones,8.73,1.52,2.32,0.47424,0.04,0.16,0.04,0.56,1.04,0.25332,0.56,0.96,1.52,0.32,0.12,0.32,0.48,1.04,3.64,2.784,0.21333333333333332,1.52,0.10010311139226516,25,0,0,Role Players / Low Usage
Isaac Okoro,19.676785714285717,2.0,4.678571428571429,0.43989285714285714,1.1071428571428572,2.7857142857142856,0.3425714285714286,0.6428571428571429,0.8928571428571429,0.3071428571428571,0.7857142857142857,1.2857142857142858,2.0714285714285716,1.6428571428571428,0.6785714285714286,0.39285714285714285,0.39285714285714285,2.0357142857142856,5.75,5.007142857142857,1.4107142857142858,2.0714285714285716,0.10913611420606595,28,0,0,Role Players / Low Usage
Isaiah Collier,22.971904761904764,2.6666666666666665,6.619047619047619,0.37552380952380954,0.4523809523809524,2.142857142857143,0.15276190476190477,0.6666666666666666,1.0476190476190477,0.28485714285714286,0.35714285714285715,2.5476190476190474,2.9047619047619047,5.523809523809524,0.8095238095238095,0.19047619047619047,2.7142857142857144,2.1666666666666665,6.4523809523809526,4.976190476190476,1.7139455782312925,2.9047619047619047,0.09612574786801342,42,1,1,Primary Playmakers (High Minutes)
Isaiah Hartenstein,29.258387096774193,4.903225806451613,8.774193548387096,0.5538064516129032,0.0,0.41935483870967744,0.0,1.7096774193548387,2.6129032258064515,0.5143225806451612,3.0,8.96774193548387,11.96774193548387,4.129032258064516,0.8387096774193549,1.096774193548387,1.7741935483870968,2.870967741935484,11.516129032258064,13.338709677419354,1.946236559139785,11.96774193548387,0.10006958317412981,31,1,1,Primary Playmakers (High Minutes)
Isaiah Joe,21.047659574468085,3.4468085106382977,7.829787234042553,0.4124893617021277,2.4468085106382977,6.1063829787234045,0.3653829787234043,0.44680851063829785,0.5957446808510638,0.24114893617021277,0.46808510638297873,2.0638297872340425,2.5319148936170213,1.3829787234042554,0.7021276595744681,0.1276595744680851,0.44680851063829785,1.553191489361702,9.787234042553191,7.263829787234042,1.1560283687943262,2.5319148936170213,0.07429350629633841,47,0,0,Role Players / Low Usage
Isaiah Stewart,20.218936170212764,2.297872340425532,4.340425531914893,0.4965531914893617,0.19148936170212766,0.723404255319149,0.1276595744680851,0.8723404255319149,1.0638297872340425,0.3404255319148936,2.021276595744681,3.7872340425531914,5.808510638297872,1.702127659574468,0.3829787234042553,1.2553191489361701,0.8723404255319149,2.425531914893617,5.659574468085107,6.6255319148936165,1.0790780141843972,5.808510638297872,0.12974651428109144,47,1,1,Primary Playmakers (High Minutes)
Isaiah Wong,12.535555555555554,1.7777777777777777,4.944444444444445,0.3720555555555556,0.5,1.6111111111111112,0.3287222222222222,1.2777777777777777,1.7777777777777777,0.3703888888888889,0.7777777777777778,0.8888888888888888,1.6666666666666667,1.4444444444444444,0.5555555555555556,0.0,0.8333333333333334,1.0555555555555556,5.333333333333333,3.5055555555555555,0.8611111111111112,1.6666666666666667,0.08585719361761486,18,0,0,Role Players / Low Usage
Ivica Zubac,31.964285714285715,6.714285714285714,11.0,0.5992448979591837,0.0,0.0,0.0,1.7346938775510203,2.816326530612245,0.5006326530612245,3.795918367346939,8.857142857142858,12.653061224489797,2.489795918367347,0.7346938775510204,1.1224489795918366,1.7142857142857142,1.9591836734693877,15.16326530612245,15.795918367346939,1.014965986394558,12.653061224489797,0.061506028748907114,49,1,1,Primary Playmakers (High Minutes)
Ja Morant,28.358999999999998,7.1,15.666666666666666,0.46033333333333337,1.6,4.9,0.3133,4.866666666666666,5.966666666666667,0.7806333333333334,0.6333333333333333,3.533333333333333,4.166666666666667,7.5,1.3333333333333333,0.3,3.933333333333333,1.8666666666666667,20.666666666666668,15.716666666666667,1.9196031746031745,4.166666666666667,0.06642093732090384,30,1,1,Primary Playmakers (High Minutes)
Ja'Kobe Walter,19.32212121212121,2.8181818181818183,6.9393939393939394,0.38621212121212123,1.0303030303030303,3.3333333333333335,0.24666666666666667,1.0606060606060606,1.5151515151515151,0.2946969696969697,0.696969696969697,1.696969696969697,2.393939393939394,1.4545454545454546,0.6666666666666666,0.21212121212121213,0.7878787878787878,1.9090909090909092,7.7272727272727275,5.093939393939394,0.9242424242424242,2.393939393939394,0.12140852858289342,33,0,0,Role Players / Low Usage
Jabari Smith,31.1815625,4.09375,9.53125,0.41603125,1.71875,4.875,0.331,2.0,2.28125,0.53196875,1.8125,4.875,6.6875,1.03125,0.3125,0.96875,0.90625,2.3125,11.90625,9.371875,0.6692708333333334,6.6875,0.07482759008389271,32,1,1,Primary Playmakers (High Minutes)
